0,0.074214
0.065853,0.070305
0.09887,0.071265
0.1319,0.072267
0.1649,0.082556
0.19786,0.073335
0.23083,0.086754
0.26398,0.071366
0.29685,0.072452
0.32991,0.075519
0.36289,0.082517
0.39591,0.074554
0.42887,0.073506
0.46188,0.080679
0.49493,0.077325
0.52791,0.078445
0.56096,0.076494
0.5939,0.074566
0.62692,0.076302
0.65994,0.076474
0.69291,0.081714
0.72591,0.083425
0.75886,0.078666
0.79191,0.079091
0.8249,0.07713
0.85788,0.075758
0.8909,0.07468
0.92397,0.074637
0.95694,0.073246
0.9899,0.073215
1.0229,0.073327
1.0559,0.072299
1.0889,0.075379
1.1219,0.073248
1.1549,0.073376
1.1879,0.074166
1.2209,0.07966
1.2539,0.074385
1.2869,0.074316
1.32,0.073266
1.3529,0.075422
1.3859,0.076335
1.4189,0.079518
1.4519,0.073368
1.4849,0.075587
1.5179,0.075131
1.551,0.075206
1.5839,0.075273
1.6169,0.076256
1.6499,0.075257
1.683,0.075642
1.716,0.074495
1.7489,0.073204
1.7819,0.081621
1.8149,0.079955
1.8479,0.080697
1.8809,0.082806
1.9139,0.080673
1.9469,0.073635
1.9799,0.081767
2.0128,0.080907
2.0459,0.074621
2.0788,0.079906
2.1118,0.074402
2.1448,0.090778
2.1779,0.080795
2.2109,0.076661
2.2439,0.073532
2.2769,0.080872
2.3098,0.074823
2.3428,0.073802
2.3759,0.08076
2.4089,0.085664
2.442,0.074663
2.4749,0.083802
2.5079,0.082599
2.5409,0.076727
2.5739,0.073382
2.6069,0.0894
2.6399,0.08144
2.6729,0.083331
2.7059,0.08963
2.7389,0.073525
2.7719,0.074436
2.8049,0.0758
2.8379,0.073268
2.8709,0.080659
2.9039,0.074573
2.937,0.08051
2.9699,0.075769
3.0029,0.075509
3.0359,0.074539
3.0689,0.074408
3.1019,0.073687
3.1349,0.073595
3.1679,0.083453
3.2009,0.075515
3.2339,0.073581
3.267,0.081418
3.2999,0.079153
3.3329,0.081886
3.3659,0.074782
3.3989,0.073391
3.4319,0.074805
3.4649,0.074562
3.4979,0.080817
3.5309,0.074812
3.5639,0.073703
3.5969,0.081076
3.6299,0.080703
3.6629,0.080873
3.6959,0.073745
3.7289,0.084919
3.7618,0.074522
3.7949,0.079712
3.8279,0.074393
3.8609,0.075538
3.894,0.073412
3.9269,0.084589
3.9599,0.085396
3.9929,0.080561
4.026,0.074454
4.059,0.079603
4.092,0.072746
4.1249,0.073633
4.1579,0.080599
4.191,0.073609
4.2239,0.079842
4.2569,0.072552
4.2899,0.082824
4.3229,0.074654
4.3559,0.073622
4.3889,0.073601
4.4219,0.072902
4.455,0.073626
4.4879,0.07453
4.5209,0.07284
4.5539,0.073629
4.5869,0.081651
4.6199,0.093567
4.6529,0.07364
4.6859,0.072679
4.7189,0.072712
4.7519,0.073646
4.785,0.082547
4.8181,0.080312
4.8509,0.080971
4.884,0.072498
4.9169,0.07466
4.9499,0.079923
4.9829,0.072741
5.0159,0.080784
5.0488,0.072778
5.0818,0.089855
5.1149,0.073804
5.1478,0.08149
5.1809,0.080498
5.2139,0.079641
5.2469,0.08157
5.2798,0.089867
5.3129,0.074872
5.3459,0.081716
5.3789,0.090981
5.4119,0.098756
5.4449,0.074499
5.4779,0.072755
5.5109,0.072723
5.5439,0.081712
5.5769,0.087877
5.6099,0.080691
5.6428,0.07277
5.6758,0.073771
5.7088,0.073096
5.7418,0.087884
5.7749,0.081566
5.8079,0.078696
5.8409,0.07303
5.8739,0.080855
5.9069,0.080681
5.9399,0.084621
5.9729,0.08188
6.0059,0.079613
6.0389,0.12402
6.0719,0.091142
6.1049,0.073153
6.1379,0.080508
6.2369,0.073615
6.2699,0.07448
6.3029,0.073725
6.3359,0.074596
6.3689,0.075746
6.4019,0.073867
6.4349,0.076853
6.4679,0.080787
6.5009,0.073611
6.5339,0.076637
6.5669,0.073967
6.5999,0.076787
6.6331,0.074385
6.6659,0.07553
6.6989,0.079611
6.7319,0.075846
6.7649,0.082655
6.7979,0.1018
6.8309,0.074511
6.8639,0.081702
6.8969,0.086824
6.9299,0.081628
6.9629,0.074757
6.9959,0.080989
7.0289,0.081518
7.0619,0.080709
7.095,0.081645
7.1279,0.073524
7.1609,0.073476
7.1939,0.094756
7.2269,0.081528
7.2598,0.073843
7.2929,0.080733
7.3259,0.074646
7.3588,0.082756
7.3918,0.080632
7.4249,0.073832
7.4579,0.089982
7.4909,0.076691
7.5239,0.073646
7.5569,0.080878
7.5899,0.073824
7.6228,0.081641
7.6559,0.075777
7.6888,0.080753
7.7218,0.084685
7.7548,0.089729
7.7878,0.073608
7.8209,0.081622
7.8538,0.078774
7.8869,0.080996
7.9198,0.088008
7.9529,0.074901
7.9859,0.079978
8.0188,0.080846
8.0519,0.088143
8.0849,0.080679
8.1179,0.087996
8.1509,0.072894
8.1839,0.072841
8.217,0.080726
8.2499,0.17477
8.2829,0.14189
8.3159,0.11186
8.3489,0.082717
8.3819,0.072773
8.4149,0.082785
8.4479,0.094683
8.481,0.081649
8.5139,0.074702
8.5469,0.087662
8.5799,0.079845
8.6129,0.083758
8.646,0.07379
8.6789,0.128
8.7119,0.09512
8.7449,0.075849
8.7779,0.073583
8.8769,0.074622
8.9099,0.073793
8.9429,0.082919
8.9759,0.080922
9.0089,0.074938
9.0419,0.082058
9.0749,0.082053
9.1079,0.083121
9.1409,0.073921
9.1739,0.089968
9.207,0.075075
9.2399,0.073961
9.273,0.12617
9.3059,0.093333
9.3389,0.075976
9.4709,0.073004
9.5039,0.076263
9.5369,0.080158
9.5699,0.076822
9.6029,0.075765
9.6359,0.080235
9.6689,0.083914
9.7019,0.080859
9.7349,0.074062
9.7679,0.074129
9.8008,0.082096
9.8339,0.080217
9.8669,0.074814
9.8998,0.073101
9.9328,0.074119
9.9659,0.074319
9.9988,0.076148
10.032,0.074116
10.065,0.073886
10.098,0.081903
10.131,0.073866
10.164,0.080017
10.197,0.074039
10.23,0.073804
10.263,0.081946
10.296,0.081064
10.329,0.074716
10.362,0.07543
10.395,0.080456
10.428,0.074774
10.461,0.073885
