23967911.001780	23967911.001538
23967911.011748	23967911.011611
23967911.021782	23967911.021631
23967911.031721	23967911.031592
23967911.041680	23967911.041559
23967911.051644	23967911.051543
23967911.061651	23967911.061542
23967911.071678	23967911.071578
23967911.081794	23967911.081607
23967911.091646	23967911.091535
23967911.101726	23967911.101556
23967911.111826	23967911.111635
23967911.121768	23967911.121615
23967911.131738	23967911.131574
23967911.141747	23967911.141617
23967911.151685	23967911.151547
