23985155.515045	-0.010000
23985155.554497	-0.010000
23985155.587762	-0.008274
23985155.603394	-0.009820
23985155.634735	-0.010157
23985155.674494	-0.004428
23985155.717217	-0.010747
23985155.747312	-0.011706
23985155.757726	-0.013319
23985155.790402	-0.009582
23985155.819526	-0.005724
23985155.849629	-0.014298
23985155.882093	-0.013458
23985155.922751	-0.011245
23985155.950516	-0.008670
23985155.972868	-0.011170
23985156.002660	-0.010460
23985156.029600	-0.012803
23985156.057612	-0.012067
23985156.087724	-0.012770
23985156.119237	-0.009432
23985156.152721	-0.005952
23985156.174230	-0.012757
23985156.212924	-0.011262
23985156.234426	-0.012842
23985156.279578	-0.007863
23985156.304226	-0.009526
23985156.327674	-0.012131
23985156.359823	-0.012970
23985156.394436	-0.012289
23985156.417547	-0.013318
23985156.449321	-0.008376
23985156.472814	-0.010402
23985156.515586	-0.010288
23985156.548317	-0.010200
23985156.559532	-0.011047
23985156.594230	-0.006887
23985156.629528	-0.008264
23985156.668609	-0.010331
23985156.684507	-0.013889
23985156.722607	-0.009008
23985156.756746	-0.008013
23985156.784371	-0.005778
23985156.809613	-0.012936
23985156.850275	-0.010132
23985156.865578	-0.006479
23985156.916344	-0.013467
23985156.927570	-0.013512
23985156.955915	-0.010988
23985156.993764	-0.011315
23985157.015839	0.001136
23985157.044342	-0.010000
23985157.070386	0.013797
23985157.112806	0.006156
23985157.148705	-0.006802
23985157.172208	-0.004457
23985157.202754	-0.009727
23985157.242703	-0.009493
23985157.253627	-0.001265
23985157.289360	-0.010000
23985157.325888	0.021097
23985157.347464	-0.005760
23985157.374351	-0.011671
23985157.409508	-0.005250
23985157.442539	-0.003833
23985157.470542	-0.011150
23985157.502606	-0.005903
23985157.520366	-0.011609
23985157.559484	-0.011018
23985157.604600	-0.006561
23985157.612402	-0.006509
23985157.652660	-0.010691
23985157.679043	-0.012682
23985157.716607	-0.008979
23985157.735323	-0.010823
23985157.767824	-0.007365
23985157.792245	-0.012990
23985157.823590	-0.009507
23985157.868662	-0.012593
23985157.888642	-0.011823
23985157.911732	-0.012231
23985157.953670	-0.012601
23985157.982588	-0.010934
23985158.007666	-0.008049
23985158.038289	-0.011258
23985158.080403	-0.011381
23985158.116719	-0.010164
23985158.134245	-0.011358
23985158.162374	-0.012693
23985158.204503	-0.012158
23985158.214609	-0.011649
23985158.255580	-0.011088
23985158.271561	-0.012241
23985158.309271	-0.004567
23985158.353559	-0.013064
23985158.367574	-0.013028
23985158.399434	-0.002558
23985158.436242	-0.009406
23985158.454543	-0.011794
23985158.492634	-0.010200
23985158.515717	-0.012955
23985158.554645	-0.011261
23985158.588307	-0.010514
23985158.609465	-0.004751
23985158.639814	-0.005653
23985158.684341	-0.007953
23985158.710721	-0.011306
23985158.732647	-0.009602
23985158.761593	-0.011063
23985158.797992	-0.006179
23985158.830475	-0.005583
23985158.853066	-0.003108
23985158.884253	-0.012814
23985158.914538	-0.008484
23985158.935630	-0.008483
23985158.964722	-0.012099
23985159.007312	-0.007698
23985159.042653	-0.006493
23985159.076861	-0.013750
23985159.088548	-0.007901
23985159.116725	-0.010626
23985159.156701	-0.011615
23985159.179327	-0.000584
23985159.234835	-0.008487
23985159.235653	-0.006079
23985159.274567	-0.007182
23985159.316498	-0.013320
23985159.333581	-0.010989
23985159.364536	-0.012744
23985159.402586	-0.011856
23985159.427535	-0.005748
23985159.449545	-0.010972
23985159.478113	-0.012884
23985159.510246	-0.005759
23985159.553979	-0.010129
23985159.587585	-0.008431
23985159.594403	-0.006318
23985159.634471	-0.003365
23985159.659563	-0.011824
23985159.692681	-0.010949
23985159.716674	-0.012306
23985159.749583	-0.007077
23985159.796723	-0.007366
23985159.822353	-0.007158
23985159.830373	-0.008836
23985159.869597	-0.007719
23985159.902604	0.000538
23985159.924988	-0.007571
23985159.949242	-0.006284
23985159.985661	-0.007024
23985160.028346	-0.009052
23985160.049651	-0.006319
23985160.081270	-0.005904
23985160.124221	-0.007018
23985160.132231	-0.006606
23985160.169495	0.027000
23985160.197866	0.021530
23985160.232657	0.027658
23985160.257326	0.004561
23985160.292220	-0.008153
23985160.323613	-0.010000
23985160.358724	0.019935
23985160.379234	-0.003730
23985160.411364	-0.008932
23985160.448764	-0.009725
23985160.478531	-0.000127
23985160.513383	-0.003564
23985160.531227	-0.009236
23985160.563669	0.000840
23985160.596688	0.000807
23985160.628698	0.008564
23985160.654505	-0.006783
23985160.690514	-0.005603
23985160.716502	0.000803
23985160.748489	-0.006585
23985160.775802	-0.002973
23985160.801674	-0.013225
23985160.835232	-0.010690
23985160.861508	-0.008644
23985160.891417	-0.012203
23985160.926118	-0.013374
23985160.962524	-0.007585
23985161.001781	-0.013532
23985161.033861	-0.012958
23985161.052785	-0.005609
23985161.076351	-0.011109
23985161.097425	-0.005878
23985161.135509	-0.009608
23985161.174724	-0.011655
23985161.194548	-0.007538
23985161.216843	-0.011106
23985161.251289	-0.011419
23985161.279521	-0.007432
23985161.325405	-0.008862
23985161.339448	-0.011451
23985161.369533	-0.013186
23985161.404609	0.007780
23985161.431474	-0.005292
23985161.452852	-0.011545
23985161.504495	-0.009491
