23985155.489933	-0.008274
23985155.499947	-0.004804
23985155.509926	-0.011972
23985155.519788	-0.008895
23985155.530013	-0.013609
23985155.539994	-0.013189
23985155.549912	-0.007126
23985155.559891	0.001248
23985155.569974	-0.008704
23985155.579968	-0.003788
23985155.589994	-0.006468
23985155.600028	-0.012409
23985155.609966	-0.005702
23985155.619948	-0.014131
23985155.629934	-0.014152
23985155.639952	-0.011928
23985155.649978	-0.009039
23985155.660003	-0.012992
23985155.669987	-0.013924
23985155.679947	-0.013042
23985155.689881	-0.004639
23985155.700027	-0.013638
23985155.709990	-0.010469
23985155.719923	0.002457
23985155.729966	-0.007429
23985155.739978	-0.012201
23985155.749913	-0.013692
23985155.759930	-0.014444
23985155.770016	-0.014759
23985155.779929	-0.014440
23985155.789865	-0.012866
23985155.799936	-0.013067
23985155.809963	-0.009298
23985155.819939	-0.011229
23985155.829946	-0.013208
23985155.839949	-0.013043
23985155.849964	-0.004296
23985155.859928	-0.005208
23985155.869939	-0.013166
23985155.879921	-0.015136
23985155.889852	-0.005316
23985155.899919	-0.010783
23985155.909917	-0.012190
23985155.919916	-0.013553
23985155.929923	-0.012063
23985155.939927	-0.013576
23985155.949873	-0.012769
23985155.959946	-0.013990
23985155.969924	-0.008778
23985155.979918	-0.013432
23985155.989947	-0.012203
23985155.999941	-0.013488
23985156.009919	-0.012620
23985156.019970	-0.011808
23985156.029923	-0.004223
23985156.039952	-0.012266
23985156.049914	0.002235
23985156.059939	-0.007628
23985156.069946	-0.012464
23985156.079918	-0.012626
23985156.089927	-0.013467
23985156.099934	-0.012177
23985156.109916	-0.013508
23985156.119934	-0.011629
23985156.129945	-0.008650
23985156.139989	-0.013172
23985156.150099	-0.012276
23985156.159971	-0.013077
23985156.170014	-0.013494
23985156.179987	-0.000133
23985156.189977	-0.009961
23985156.199938	-0.012985
23985156.209940	-0.007685
23985156.219928	-0.007909
23985156.229985	-0.011219
23985156.239924	-0.011614
23985156.249920	-0.013560
23985156.259902	-0.014001
23985156.269944	-0.012328
23985156.279929	-0.012580
23985156.289975	-0.009864
23985156.299926	-0.013528
23985156.309914	-0.013476
23985156.319938	-0.012940
23985156.329929	-0.013696
23985156.339925	-0.005713
23985156.349924	-0.004840
23985156.359972	-0.013429
23985156.369925	-0.009520
23985156.379917	-0.005619
23985156.389920	-0.014008
23985156.399935	-0.011579
23985156.409941	-0.005467
23985156.419919	-0.012567
23985156.429954	-0.012830
23985156.439917	-0.013049
23985156.449920	-0.007350
23985156.459825	-0.005168
23985156.469924	-0.014303
23985156.479826	-0.013671
23985156.489949	-0.005614
23985156.499988	-0.004223
23985156.509895	-0.010825
23985156.519917	0.000698
23985156.529923	-0.007703
23985156.539919	-0.013063
23985156.549976	-0.012988
23985156.559935	-0.012121
23985156.569915	-0.005820
23985156.579914	-0.013051
23985156.589932	-0.013837
23985156.599952	-0.013942
23985156.609940	-0.000350
23985156.619918	-0.009193
23985156.629927	-0.013123
23985156.639925	-0.013367
23985156.649867	-0.012646
23985156.659933	-0.003381
23985156.670045	-0.004112
23985156.679787	0.001283
23985156.689929	-0.007120
23985156.699951	-0.013163
23985156.709855	-0.012300
23985156.719935	-0.014266
23985156.729942	-0.012241
23985156.740013	-0.013284
23985156.749870	-0.006980
23985156.759953	0.002331
23985156.769941	-0.007513
23985156.779922	-0.006579
23985156.789885	-0.014157
23985156.799945	-0.013897
23985156.809924	-0.013134
23985156.819917	-0.013369
23985156.829918	-0.012501
23985156.839923	-0.014523
23985156.849917	-0.005719
23985156.859936	-0.014122
23985156.869965	-0.013124
23985156.879925	-0.005235
23985156.889942	-0.015038
23985156.899919	-0.013040
23985156.909859	-0.011949
23985156.919917	0.001136
23985156.929917	0.046392
23985156.939826	0.037161
23985156.949927	0.027775
23985156.959957	0.017949
23985156.969947	0.008063
23985156.979944	-0.001710
23985156.989981	-0.011616
23985156.999916	-0.013641
23985157.009853	0.006156
23985157.019913	0.006031
23985157.029959	-0.003791
23985157.039922	-0.011049
23985157.049947	-0.012149
23985157.059939	-0.013052
23985157.069923	-0.009939
23985157.079919	0.001024
23985157.090021	-0.005807
23985157.099929	-0.012167
23985157.109931	-0.013017
23985157.119983	-0.007917
23985157.129915	-0.005583
23985157.139888	-0.013402
23985157.149928	-0.003782
23985157.159918	0.001252
23985157.169792	0.048680
23985157.179997	0.039500
23985157.189974	0.029797
23985157.199913	0.020540
23985157.209855	0.011409
23985157.219946	0.003708
23985157.229915	-0.005956
23985157.239921	0.002000
23985157.249926	-0.004692
23985157.259945	-0.014588
23985157.269906	-0.005215
