23985155.515045	0
23985155.554497	0
23985155.587762	1
23985155.603394	5
23985155.634735	7
23985155.674494	11
23985155.717217	14
23985155.747312	17
23985155.757726	20
23985155.790402	23
23985155.819526	26
23985155.849629	29
23985155.882093	32
23985155.922751	35
23985155.950516	37
23985155.972868	40
23985156.002660	44
23985156.029600	47
23985156.057612	50
23985156.087724	53
23985156.119237	56
23985156.152721	59
23985156.174230	62
23985156.212924	65
23985156.234426	68
23985156.279578	71
23985156.304226	74
23985156.327674	77
23985156.359823	80
23985156.394436	83
23985156.417547	85
23985156.449321	89
23985156.472814	92
23985156.515586	95
23985156.548317	97
23985156.559532	100
23985156.594230	103
23985156.629528	107
23985156.668609	110
23985156.684507	112
23985156.722607	116
23985156.756746	118
23985156.784371	122
23985156.809613	125
23985156.850275	127
23985156.865578	131
23985156.916344	134
23985156.927570	136
23985156.955915	139
23985156.993764	143
23985157.015839	144
23985157.044342	144
23985157.070386	152
23985157.112806	153
23985157.148705	158
23985157.172208	160
23985157.202754	164
23985157.242703	166
23985157.253627	168
23985157.289360	168
23985157.325888	175
23985157.347464	178
23985157.374351	182
23985157.409508	184
23985157.442539	188
23985157.470542	191
23985157.502606	194
23985157.520366	197
23985157.559484	200
23985157.604600	203
23985157.612402	206
23985157.652660	209
23985157.679043	212
23985157.716607	215
23985157.735323	218
23985157.767824	221
23985157.792245	224
23985157.823590	227
23985157.868662	230
23985157.888642	233
23985157.911732	236
23985157.953670	239
23985157.982588	242
23985158.007666	245
23985158.038289	248
23985158.080403	250
23985158.116719	254
23985158.134245	257
23985158.162374	260
23985158.204503	263
23985158.214609	266
23985158.255580	269
23985158.271561	271
23985158.309271	275
23985158.353559	278
23985158.367574	280
23985158.399434	284
23985158.436242	287
23985158.454543	290
23985158.492634	293
23985158.515717	296
23985158.554645	299
23985158.588307	302
23985158.609465	304
23985158.639814	307
23985158.684341	311
23985158.710721	314
23985158.732647	316
23985158.761593	320
23985158.797992	323
23985158.830475	325
23985158.853066	329
23985158.884253	331
23985158.914538	334
23985158.935630	338
23985158.964722	341
23985159.007312	343
23985159.042653	347
23985159.076861	349
23985159.088548	353
23985159.116725	356
23985159.156701	358
23985159.179327	361
23985159.234835	364
23985159.235653	367
23985159.274567	371
23985159.316498	374
23985159.333581	377
23985159.364536	380
23985159.402586	383
23985159.427535	386
23985159.449545	389
23985159.478113	392
23985159.510246	395
23985159.553979	398
23985159.587585	401
23985159.594403	403
23985159.634471	407
23985159.659563	410
23985159.692681	413
23985159.716674	416
23985159.749583	419
23985159.796723	422
23985159.822353	424
23985159.830373	427
23985159.869597	431
23985159.902604	433
23985159.924988	437
23985159.949242	439
23985159.985661	443
23985160.028346	446
23985160.049651	449
23985160.081270	452
23985160.124221	454
23985160.132231	456
23985160.169495	458
23985160.197866	459
23985160.232657	464
23985160.257326	469
23985160.292220	472
23985160.323613	472
23985160.358724	479
23985160.379234	482
23985160.411364	485
23985160.448764	487
23985160.478531	489
23985160.513383	493
23985160.531227	496
23985160.563669	499
23985160.596688	502
23985160.628698	505
23985160.654505	509
23985160.690514	511
23985160.716502	514
23985160.748489	518
23985160.775802	521
23985160.801674	524
23985160.835232	527
23985160.861508	530
23985160.891417	533
23985160.926118	536
23985160.962524	539
23985161.001781	542
23985161.033861	544
23985161.052785	548
23985161.076351	551
23985161.097425	554
23985161.135509	557
23985161.174724	559
23985161.194548	563
23985161.216843	566
23985161.251289	569
23985161.279521	572
23985161.325405	575
23985161.339448	578
23985161.369533	579
23985161.404609	584
23985161.431474	587
23985161.452852	590
23985161.504495	593
23985161.521272	595
23985161.559551	599
23985161.579139	601
23985161.611425	604
23985161.657395	607
23985161.671664	611
23985161.715773	614
23985161.742488	616
23985161.759606	620
23985161.796658	623
23985161.826418	626
23985161.870327	629
23985161.894712	632
23985161.906686	635
23985161.956378	638
23985161.984648	640
23985162.001647	644
23985162.054763	647
23985162.070040	649
23985162.094415	653
23985162.113476	656
23985162.151671	659
23985162.176454	662
23985162.217466	665
23985162.244558	667
23985162.275125	671
23985162.307769	674
23985162.334633	676
23985162.361430	680
23985162.394413	683
23985162.428468	686
23985162.442117	686
23985162.484192	692
23985162.516333	695
23985162.545401	697
23985162.572538	701
23985162.606556	703
23985162.628224	707
23985162.668764	709
23985162.689173	713
23985162.724094	716
23985162.759751	718
23985162.785539	722
23985162.828489	724
23985162.845626	727
23985162.864694	730
23985162.897760	734
23985162.950608	736
23985162.964615	740
23985162.994488	743
23985163.026639	745
23985163.050887	749
23985163.077127	751
23985163.126139	754
23985163.149337	757
23985163.164331	760
23985163.197638	763
23985163.236383	767
